payer_id,due_date,paid_date,payment_due,amount_paid,principal_payment,interest_payment,escrow_payment,late_fee,total_amount_due,remaining_balance,status,days_late,payment_method,payment_processor,transaction_id,confirmation_number,payment_type
3,2023-10-01,2023-10-03,1531.37,1531.37,563.47,967.9,783.13,0.0,2314.5,273888.81,Paid,2.0,Mobile App,TD EasyWeb,9F40DCE3,MP546392,Regular
3,2023-11-01,2023-11-03,1531.37,1531.37,565.46,965.91,774.84,0.0,2306.21,273323.35,Paid,2.0,Auto-Pay,Mastercard Debit,D72220C7,MP587697,Regular
3,2023-12-01,2023-12-03,1531.37,1531.37,567.45,963.92,771.54,0.0,2302.91,272755.9,Paid,2.0,Online Payment,RBC Online,8C8F3113,MP361591,Regular
4,2020-02-01,2020-02-03,2392.32,2392.32,626.67,1765.65,388.83,0.0,2781.15,393903.81,Paid,2.0,Bank Transfer,TD EasyWeb,234E9C6A,MP779157,Regular
4,2020-03-01,2020-03-02,2392.32,2392.32,629.47,1762.84,573.35,0.0,2965.67,393274.34,Paid,1.0,Phone Payment,Visa Debit,697C9884,MP269584,Regular
4,2020-04-01,2020-04-03,2392.32,2392.32,632.29,1760.03,758.7,0.0,3151.02,392642.05,Paid,2.0,Auto-Pay,RBC Online,4813ABBF,MP872427,Regular
4,2020-05-01,2020-05-03,2392.32,2392.32,635.12,1757.2,544.45,0.0,2936.77,392006.93,Paid,2.0,Online Payment,RBC Online,FD7BA998,MP425229,Regular
4,2020-06-01,2020-06-10,2392.32,2392.32,637.96,1754.35,302.07,95.69,2694.39,391368.96,Paid,9.0,Online Payment,Visa Debit,9DD30C4F,MP227217,Late Payment
4,2020-07-01,2020-07-03,2392.32,2392.32,640.82,1751.5,644.19,0.0,3036.51,390728.14,Paid,2.0,Mobile App,BMO Digital Banking,325B2932,MP692095,Regular
4,2020-08-01,2020-08-14,2392.32,2392.32,643.69,1748.63,722.95,95.69,3115.27,390084.46,Paid,13.0,Online Payment,RBC Online,EA3C726F,MP312453,Late Payment
4,2020-09-01,2020-09-01,2392.32,2392.32,646.57,1745.75,411.06,0.0,2803.38,389437.89,Paid,0.0,Bank Transfer,TD EasyWeb,49379266,MP988387,Regular
4,2020-10-01,2020-10-01,2392.32,2392.32,649.46,1742.86,633.67,0.0,3025.99,388788.43,Paid,0.0,Bank Transfer,BMO Digital Banking,A52AE476,MP792731,Regular
4,2020-11-01,2020-11-01,2392.32,2392.32,652.37,1739.95,221.42,0.0,2613.74,388136.07,Paid,0.0,Check,Mastercard Debit,780B1450,MP354907,Regular
4,2020-12-01,2020-12-01,2392.32,2392.32,655.29,1737.03,270.55,0.0,2662.87,387480.78,Paid,0.0,Mobile App,TD EasyWeb,E6E82262,MP177549,Regular
4,2021-01-01,2021-01-01,2392.32,2392.32,658.22,1734.1,287.78,0.0,2680.1,386822.56,Paid,0.0,Bank Transfer,TD EasyWeb,4D457913,MP944863,Regular
4,2021-02-01,2021-02-01,2392.32,2392.32,661.16,1731.15,303.86,0.0,2696.18,386161.4,Paid,0.0,Online Payment,Visa Debit,20C032DF,MP369211,Regular
4,2021-03-01,2021-03-03,2392.32,2392.32,664.12,1728.19,535.23,0.0,2927.55,385497.27,Paid,2.0,Bank Transfer,TD EasyWeb,441FAA3F,MP902653,Regular
4,2021-04-01,2021-04-01,2392.32,2392.32,667.1,1725.22,577.25,0.0,2969.57,384830.18,Paid,0.0,Online Payment,Visa Debit,47F3E2E9,MP307079,Regular
4,2021-05-01,2021-05-02,2392.32,2392.32,670.08,1722.24,378.93,0.0,2771.25,384160.1,Paid,1.0,Check,TD EasyWeb,E83B83CA,MP418415,Regular
4,2021-06-01,2021-06-03,2392.32,2392.32,673.08,1719.24,419.79,0.0,2812.11,383487.02,Paid,2.0,Phone Payment,Mastercard Debit,F25BD78F,MP709052,Regular
4,2021-07-01,2021-07-01,2392.32,2392.32,676.09,1716.22,207.06,0.0,2599.38,382810.92,Paid,0.0,Mobile App,RBC Online,52793546,MP717112,Regular
4,2021-08-01,2021-08-01,2392.32,2392.32,679.12,1713.2,242.41,0.0,2634.73,382131.81,Paid,0.0,Auto-Pay,TD EasyWeb,E925E3A6,MP981732,Regular
4,2021-09-01,2021-09-03,2392.32,2392.32,682.16,1710.16,761.66,0.0,3153.98,381449.65,Paid,2.0,Mobile App,BMO Digital Banking,1FB9B441,MP363627,Regular
4,2021-10-01,2021-10-03,2392.32,2392.32,685.21,1707.11,733.84,0.0,3126.16,380764.44,Paid,2.0,Check,Visa Debit,86A1F93D,MP248450,Regular
4,2021-11-01,2021-11-02,2392.32,2392.32,688.28,1704.04,653.55,0.0,3045.87,380076.16,Paid,1.0,Auto-Pay,RBC Online,0FD86B32,MP898591,Regular
4,2021-12-01,2021-12-02,2392.32,2392.32,691.36,1700.96,726.87,0.0,3119.19,379384.81,Paid,1.0,Phone Payment,TD EasyWeb,2D3A6A54,MP880979,Regular
4,2022-01-01,2022-01-02,2392.32,2392.32,694.45,1697.87,533.71,0.0,2926.03,378690.35,Paid,1.0,Phone Payment,Visa Debit,429D73BD,MP792605,Regular
4,2022-02-01,2022-02-02,2392.32,2392.32,697.56,1694.76,208.81,0.0,2601.13,377992.8,Paid,1.0,Phone Payment,Interac,2BDCA9BC,MP767319,Regular
4,2022-03-01,2022-03-02,2392.32,2392.32,700.68,1691.64,299.69,0.0,2692.01,377292.12,Paid,1.0,Bank Transfer,BMO Digital Banking,96E627D5,MP128726,Regular
4,2022-04-01,2022-04-03,2392.32,2392.32,703.82,1688.5,490.54,0.0,2882.86,376588.3,Paid,2.0,Bank Transfer,BMO Digital Banking,25B9E88D,MP699191,Regular
4,2022-05-01,2022-05-03,2392.32,2392.32,706.97,1685.35,778.13,0.0,3170.45,375881.33,Paid,2.0,Mobile App,RBC Online,72D9D479,MP749152,Regular
4,2022-06-01,2022-06-05,2392.32,2392.32,710.13,1682.19,453.55,0.0,2845.87,375171.2,Paid,4.0,Auto-Pay,TD EasyWeb,30483AA6,MP496410,Regular
4,2022-07-01,2022-07-03,2392.32,2392.32,713.31,1679.01,486.71,0.0,2879.03,374457.89,Paid,2.0,Check,Visa Debit,7030465E,MP216363,Regular
4,2022-08-01,2022-08-06,2392.32,2392.32,716.5,1675.82,322.88,0.0,2715.2,373741.39,Paid,5.0,Bank Transfer,TD EasyWeb,8BF9735E,MP326698,Regular
4,2022-09-01,2022-09-01,2392.32,2392.32,719.71,1672.61,219.21,0.0,2611.53,373021.69,Paid,0.0,Bank Transfer,Visa Debit,F64F5820,MP160256,Regular
4,2022-10-01,2022-10-02,2392.32,2392.32,722.93,1669.39,703.12,0.0,3095.44,372298.76,Paid,1.0,Bank Transfer,RBC Online,C387E3DC,MP164462,Regular
4,2022-11-01,2022-11-01,2392.32,2392.32,726.16,1666.15,213.96,0.0,2606.28,371572.6,Paid,0.0,Check,Interac,04825285,MP662170,Regular
4,2022-12-01,2022-12-03,2392.32,2392.32,729.41,1662.9,430.93,0.0,2823.25,370843.18,Paid,2.0,Check,TD EasyWeb,F5DF30A1,MP692423,Regular
4,2023-01-01,2023-01-01,2392.32,2392.32,732.68,1659.64,338.75,0.0,2731.07,370110.51,Paid,0.0,Check,BMO Digital Banking,7685873B,MP840013,Regular
4,2023-02-01,2023-02-02,2392.32,2392.32,735.96,1656.36,341.95,0.0,2734.27,369374.55,Paid,1.0,Bank Transfer,Interac,A8559FAB,MP873241,Regular
4,2023-03-01,2023-03-02,2392.32,2392.32,739.25,1653.07,360.13,0.0,2752.45,368635.3,Paid,1.0,Bank Transfer,Mastercard Debit,B687BB7C,MP700947,Regular
4,2023-04-01,2023-04-03,2392.32,2392.32,742.56,1649.76,301.3,0.0,2693.62,367892.74,Paid,2.0,Bank Transfer,RBC Online,F745878E,MP618917,Regular
4,2023-05-01,2023-05-03,2392.32,2392.32,745.88,1646.44,701.89,0.0,3094.21,367146.86,Paid,2.0,Mobile App,Mastercard Debit,BC1BD8E7,MP228814,Regular
4,2023-06-01,2023-06-01,2392.32,2392.32,749.22,1643.1,545.29,0.0,2937.61,366397.64,Paid,0.0,Auto-Pay,Mastercard Debit,0124547F,MP544984,Regular
4,2023-07-01,2023-07-03,2392.32,2392.32,752.57,1639.74,227.47,0.0,2619.79,365645.07,Paid,2.0,Check,Mastercard Debit,C2259547,MP939891,Regular
4,2023-08-01,2023-08-01,2392.32,2392.32,755.94,1636.38,765.5,0.0,3157.82,364889.13,Paid,0.0,Phone Payment,Mastercard Debit,8492F994,MP481670,Regular
4,2023-09-01,2023-09-01,2392.32,2392.32,759.32,1632.99,781.39,0.0,3173.71,364129.8,Paid,0.0,Auto-Pay,RBC Online,A397993E,MP444279,Regular
4,2023-10-01,2023-10-01,2392.32,2392.32,762.72,1629.6,457.27,0.0,2849.59,363367.08,Paid,0.0,Phone Payment,BMO Digital Banking,7D01F3A4,MP502068,Regular
4,2023-11-01,2023-11-01,2392.32,2392.32,766.14,1626.18,560.41,0.0,2952.73,362600.95,Paid,0.0,Check,BMO Digital Banking,3ED31008,MP867898,Regular
4,2023-12-01,2023-12-01,2392.32,2392.32,769.56,1622.75,558.64,0.0,2950.96,361831.38,Paid,0.0,Bank Transfer,TD EasyWeb,1CA1632B,MP712315,Regular
6,2023-06-01,2023-06-03,429.32,429.32,123.23,306.09,388.93,0.0,818.25,73293.62,Paid,2.0,Online Payment,Visa Debit,BE892D76,MP758691,Regular
6,2023-07-01,2023-07-01,429.32,429.32,123.75,305.57,286.74,0.0,716.06,73169.87,Paid,0.0,Check,RBC Online,512689EB,MP309165,Regular
6,2023-08-01,2023-08-03,429.32,429.32,124.26,305.06,417.08,0.0,846.4,73045.61,Paid,2.0,Phone Payment,RBC Online,7AF9181F,MP814042,Regular
6,2023-09-01,2023-09-03,429.32,429.32,124.78,304.54,691.9,0.0,1121.22,72920.83,Paid,2.0,Phone Payment,TD EasyWeb,B19C3306,MP555687,Regular
6,2023-10-01,2023-10-01,429.32,429.32,125.3,304.02,476.12,0.0,905.44,72795.53,Paid,0.0,Check,TD EasyWeb,63AE34D2,MP240766,Regular
6,2023-11-01,2023-11-02,429.32,429.32,125.82,303.5,262.35,0.0,691.67,72669.7,Paid,1.0,Mobile App,TD EasyWeb,E2DA9B54,MP325055,Regular
6,2023-12-01,2023-12-07,429.32,429.32,126.35,302.97,454.19,0.0,883.51,72543.35,Paid,6.0,Bank Transfer,RBC Online,8C782E8A,MP909707,Regular
8,2023-11-01,2023-11-02,447.12,447.12,170.71,276.41,610.88,0.0,1058.0,68588.52,Paid,1.0,Auto-Pay,BMO Digital Banking,B9E74C89,MP392444,Regular
8,2023-12-01,2023-12-03,447.12,447.12,171.39,275.73,355.41,0.0,802.53,68417.13,Paid,2.0,Mobile App,TD EasyWeb,1FD2F59B,MP850527,Regular
9,2023-06-01,2023-06-02,1123.46,1123.46,547.54,575.92,470.81,0.0,1594.27,191477.77,Paid,1.0,Online Payment,BMO Digital Banking,F3E4DE5B,MP329638,Regular
9,2023-07-01,2023-07-10,1123.46,1123.46,549.19,574.27,379.52,44.94,1502.98,190928.58,Paid,9.0,Online Payment,Interac,ABBD6871,MP217505,Late Payment
9,2023-08-01,2023-08-01,1123.46,1123.46,550.83,572.63,287.37,0.0,1410.83,190377.75,Paid,0.0,Check,Visa Debit,1E44F023,MP207759,Regular
9,2023-09-01,2023-09-02,1123.46,1123.46,552.49,570.97,436.48,0.0,1559.94,189825.26,Paid,1.0,Online Payment,Mastercard Debit,7C9C3449,MP774715,Regular
9,2023-10-01,2023-10-02,1123.46,1123.46,554.14,569.32,459.42,0.0,1582.88,189271.12,Paid,1.0,Phone Payment,BMO Digital Banking,E5759481,MP762392,Regular
9,2023-11-01,2023-11-01,1123.46,1123.46,555.8,567.66,499.05,0.0,1622.51,188715.31,Paid,0.0,Mobile App,RBC Online,E8C07459,MP802116,Regular
9,2023-12-01,2023-12-02,1123.46,1123.46,557.47,565.99,477.26,0.0,1600.72,188157.84,Paid,1.0,Auto-Pay,Interac,F1E02EF0,MP724570,Regular
10,2023-06-01,,2113.0,0.0,0.0,0.0,0.0,0.0,2113.0,226712.26,Missed,,,,,,Regular
10,2023-07-01,2023-07-01,2113.0,2113.0,679.42,1433.58,454.32,0.0,2567.32,226032.84,Paid,0.0,Phone Payment,Visa Debit,C5B93500,MP417912,Regular
10,2023-08-01,2023-08-02,2113.0,2113.0,683.72,1429.28,336.33,0.0,2449.33,225349.12,Paid,1.0,Auto-Pay,BMO Digital Banking,34C31A30,MP102082,Regular
10,2023-09-01,2023-09-10,2113.0,2113.0,688.04,1424.96,684.6,84.52,2797.6,224661.08,Paid,9.0,Mobile App,Interac,D9F9782F,MP504496,Late Payment
10,2023-10-01,2023-10-03,2113.0,2113.0,692.39,1420.61,788.08,0.0,2901.08,223968.68,Paid,2.0,Check,TD EasyWeb,3F9087C2,MP158517,Regular
10,2023-11-01,2023-11-03,2113.0,2113.0,696.77,1416.23,335.6,0.0,2448.6,223271.91,Paid,2.0,Phone Payment,Visa Debit,B510D462,MP500459,Regular
10,2023-12-01,2023-12-02,2113.0,2113.0,701.18,1411.82,791.6,0.0,2904.6,222570.73,Paid,1.0,Online Payment,BMO Digital Banking,8D8929B8,MP945912,Regular
12,2023-06-01,2023-06-01,1262.25,1262.25,555.93,706.32,668.99,0.0,1931.24,205818.1,Paid,0.0,Phone Payment,RBC Online,9036BCF8,MP493031,Regular
12,2023-07-01,2023-07-03,1262.25,1262.25,557.84,704.41,387.76,0.0,1650.01,205260.26,Paid,2.0,Auto-Pay,Mastercard Debit,6E39655F,MP549077,Regular
12,2023-08-01,2023-08-03,1262.25,1262.25,559.75,702.5,627.14,0.0,1889.39,204700.51,Paid,2.0,Online Payment,BMO Digital Banking,5CA0C297,MP247424,Regular
12,2023-09-01,2023-09-03,1262.25,1262.25,561.66,700.59,231.23,0.0,1493.48,204138.85,Paid,2.0,Mobile App,TD EasyWeb,658755F6,MP531605,Regular
12,2023-10-01,2023-10-02,1262.25,1262.25,563.58,698.67,674.95,0.0,1937.2,203575.26,Paid,1.0,Online Payment,Mastercard Debit,889B9704,MP731009,Regular
12,2023-11-01,2023-11-05,1262.25,1262.25,565.51,696.74,475.48,0.0,1737.73,203009.75,Paid,4.0,Check,Interac,C00AF063,MP496535,Regular
12,2023-12-01,2023-12-02,1262.25,1262.25,567.45,694.8,701.07,0.0,1963.32,202442.3,Paid,1.0,Check,BMO Digital Banking,F3F6FBF7,MP509138,Regular
13,2020-02-01,2020-02-03,1857.41,1857.41,432.6,1424.81,565.26,0.0,2422.67,292203.14,Paid,2.0,Auto-Pay,Mastercard Debit,BB0A88A5,MP713507,Regular
13,2020-03-01,2020-03-10,1857.41,1857.41,434.71,1422.7,348.25,74.3,2205.66,291768.43,Paid,9.0,Phone Payment,Visa Debit,AC90E53F,MP245173,Late Payment
13,2020-04-01,2020-04-06,1857.41,1857.41,436.82,1420.59,674.84,0.0,2532.25,291331.61,Paid,5.0,Online Payment,Interac,4D7E85BC,MP715407,Regular
13,2020-05-01,2020-05-02,1857.41,1857.41,438.95,1418.46,650.23,0.0,2507.64,290892.65,Paid,1.0,Check,Visa Debit,FE50A567,MP791799,Regular
13,2020-06-01,2020-06-01,1857.41,1857.41,441.09,1416.32,220.13,0.0,2077.54,290451.56,Paid,0.0,Check,Interac,40A95815,MP674015,Regular
13,2020-07-01,2020-07-03,1857.41,1857.41,443.24,1414.18,352.3,0.0,2209.71,290008.33,Paid,2.0,Mobile App,TD EasyWeb,38CB3296,MP163234,Regular
13,2020-08-01,2020-08-01,1857.41,1857.41,445.39,1412.02,304.98,0.0,2162.39,289562.93,Paid,0.0,Auto-Pay,Interac,C136BA92,MP130309,Regular
13,2020-09-01,2020-09-02,1857.41,1857.41,447.56,1409.85,654.08,0.0,2511.49,289115.37,Paid,1.0,Online Payment,RBC Online,6E706981,MP816807,Regular
13,2020-10-01,2020-10-01,1857.41,1857.41,449.74,1407.67,358.76,0.0,2216.17,288665.63,Paid,0.0,Check,RBC Online,BA90A410,MP128806,Regular
13,2020-11-01,2020-11-01,1857.41,1857.41,451.93,1405.48,762.11,0.0,2619.52,288213.7,Paid,0.0,Phone Payment,Mastercard Debit,D7364515,MP755915,Regular
13,2020-12-01,2020-12-01,1857.41,1857.41,454.13,1403.28,311.13,0.0,2168.54,287759.56,Paid,0.0,Check,Interac,85A7B32A,MP360330,Regular
13,2021-01-01,2021-01-01,1857.41,1857.41,456.34,1401.07,251.56,0.0,2108.97,287303.22,Paid,0.0,Bank Transfer,BMO Digital Banking,D2D0F892,MP263913,Regular
13,2021-02-01,2021-02-07,1857.41,1857.41,458.57,1398.85,429.05,0.0,2286.46,286844.66,Paid,6.0,Mobile App,RBC Online,36ED7AEF,MP317418,Regular
13,2021-03-01,2021-03-02,1857.41,1857.41,460.8,1396.61,356.39,0.0,2213.8,286383.86,Paid,1.0,Auto-Pay,RBC Online,A4CF2A1A,MP203205,Regular
13,2021-04-01,2021-04-03,1857.41,1857.41,463.04,1394.37,361.45,0.0,2218.86,285920.82,Paid,2.0,Mobile App,RBC Online,FB07EDF9,MP158259,Regular
13,2021-05-01,2021-05-03,1857.41,1857.41,465.3,1392.12,673.32,0.0,2530.73,285455.52,Paid,2.0,Bank Transfer,Mastercard Debit,E45F97DF,MP937709,Regular
13,2021-06-01,2021-06-11,1857.41,1857.41,467.56,1389.85,788.69,74.3,2646.1,284987.96,Paid,10.0,Phone Payment,Interac,2C6BAB54,MP625960,Late Payment
13,2021-07-01,2021-07-01,1857.41,1857.41,469.84,1387.57,397.19,0.0,2254.6,284518.12,Paid,0.0,Phone Payment,Visa Debit,DC1D8854,MP452322,Regular
13,2021-08-01,2021-08-01,1857.41,1857.41,472.13,1385.29,408.86,0.0,2266.27,284045.99,Paid,0.0,Mobile App,BMO Digital Banking,0127E1A5,MP469777,Regular
13,2021-09-01,2021-09-03,1857.41,1857.41,474.42,1382.99,501.19,0.0,2358.6,283571.57,Paid,2.0,Auto-Pay,Mastercard Debit,E80AFA14,MP298388,Regular
13,2021-10-01,2021-10-03,1857.41,1857.41,476.73,1380.68,552.5,0.0,2409.91,283094.84,Paid,2.0,Mobile App,RBC Online,89CA8F81,MP911208,Regular
13,2021-11-01,2021-11-02,1857.41,1857.41,479.06,1378.36,744.92,0.0,2602.33,282615.78,Paid,1.0,Check,BMO Digital Banking,08A2AE2F,MP367891,Regular
13,2021-12-01,2021-12-02,1857.41,1857.41,481.39,1376.02,374.57,0.0,2231.98,282134.39,Paid,1.0,Online Payment,Interac,971D55A7,MP794648,Regular
13,2022-01-01,2022-01-02,1857.41,1857.41,483.73,1373.68,458.15,0.0,2315.56,281650.66,Paid,1.0,Phone Payment,Interac,8040A719,MP499212,Regular
13,2022-02-01,2022-02-01,1857.41,1857.41,486.09,1371.33,510.07,0.0,2367.48,281164.57,Paid,0.0,Phone Payment,Mastercard Debit,372321BB,MP102331,Regular
13,2022-03-01,2022-03-01,1857.41,1857.41,488.45,1368.96,308.57,0.0,2165.98,280676.12,Paid,0.0,Online Payment,Visa Debit,9BE23863,MP765566,Regular
13,2022-04-01,2022-04-02,1857.41,1857.41,490.83,1366.58,775.21,0.0,2632.62,280185.29,Paid,1.0,Online Payment,Visa Debit,73B831FE,MP248683,Regular
13,2022-05-01,2022-05-01,1857.41,1857.41,493.22,1364.19,725.92,0.0,2583.33,279692.07,Paid,0.0,Check,Visa Debit,75CE6111,MP832516,Regular
13,2022-06-01,2022-06-03,1857.41,1857.41,495.62,1361.79,771.36,0.0,2628.77,279196.44,Paid,2.0,Check,Mastercard Debit,14A1FD1B,MP235943,Regular
13,2022-07-01,2022-07-07,1857.41,1857.41,498.04,1359.38,574.81,0.0,2432.22,278698.41,Paid,6.0,Check,TD EasyWeb,8F35B64D,MP218766,Regular
13,2022-08-01,2022-08-03,1857.41,1857.41,500.46,1356.95,229.51,0.0,2086.92,278197.95,Paid,2.0,Mobile App,Interac,391B602F,MP774534,Regular
13,2022-09-01,2022-09-02,1857.41,1857.41,502.9,1354.51,249.31,0.0,2106.72,277695.05,Paid,1.0,Mobile App,RBC Online,FA51634A,MP803868,Regular
13,2022-10-01,2022-10-01,1857.41,1857.41,505.35,1352.07,612.61,0.0,2470.02,277189.7,Paid,0.0,Auto-Pay,Mastercard Debit,DC02AFB6,MP173229,Regular
13,2022-11-01,2022-11-02,1857.41,1857.41,507.81,1349.61,296.85,0.0,2154.26,276681.89,Paid,1.0,Mobile App,Visa Debit,AB27EC2A,MP984581,Regular
13,2022-12-01,2022-12-01,1857.41,1857.41,510.28,1347.13,433.28,0.0,2290.69,276171.61,Paid,0.0,Check,Mastercard Debit,7D7BCEEF,MP454315,Regular
13,2023-01-01,2023-01-05,1857.41,1857.41,512.76,1344.65,731.73,0.0,2589.14,275658.85,Paid,4.0,Mobile App,Visa Debit,FB85BD3F,MP864410,Regular
13,2023-02-01,2023-02-01,1857.41,1857.41,515.26,1342.15,390.94,0.0,2248.35,275143.59,Paid,0.0,Auto-Pay,BMO Digital Banking,078F03BF,MP774793,Regular
13,2023-03-01,2023-03-04,1857.41,1857.41,517.77,1339.64,431.36,0.0,2288.77,274625.82,Paid,3.0,Mobile App,Visa Debit,060E05F7,MP599962,Regular
13,2023-04-01,2023-04-02,1857.41,1857.41,520.29,1337.12,645.19,0.0,2502.6,274105.53,Paid,1.0,Auto-Pay,TD EasyWeb,17E8C401,MP792378,Regular
13,2023-05-01,2023-05-01,1857.41,1857.41,522.82,1334.59,726.9,0.0,2584.31,273582.71,Paid,0.0,Auto-Pay,Visa Debit,10873387,MP606496,Regular
13,2023-06-01,2023-06-02,1857.41,1857.41,525.37,1332.04,307.2,0.0,2164.61,273057.34,Paid,1.0,Mobile App,RBC Online,4FA85348,MP451660,Regular
13,2023-07-01,2023-07-15,1857.41,1857.41,527.93,1329.49,629.52,74.3,2486.93,272529.41,Paid,14.0,Online Payment,Mastercard Debit,27325835,MP741220,Late Payment
13,2023-08-01,2023-08-02,1857.41,1857.41,530.5,1326.91,799.68,0.0,2657.09,271998.91,Paid,1.0,Phone Payment,Visa Debit,B4885B1B,MP420157,Regular
13,2023-09-01,2023-09-01,1857.41,1857.41,533.08,1324.33,598.52,0.0,2455.93,271465.83,Paid,0.0,Mobile App,RBC Online,7C8BB30A,MP587947,Regular
13,2023-10-01,2023-10-03,1857.41,1857.41,535.68,1321.74,566.16,0.0,2423.57,270930.16,Paid,2.0,Bank Transfer,Visa Debit,B0559C75,MP350804,Regular
13,2023-11-01,2023-11-01,1857.41,1857.41,538.28,1319.13,214.65,0.0,2072.06,270391.87,Paid,0.0,Mobile App,TD EasyWeb,FE2A7F2A,MP182450,Regular
13,2023-12-01,2023-12-07,1857.41,1857.41,540.9,1316.51,726.73,0.0,2584.14,269850.97,Paid,6.0,Online Payment,BMO Digital Banking,146D837B,MP110347,Regular
16,2023-10-01,,2246.32,0.0,0.0,0.0,0.0,0.0,2246.32,292680.21,Missed,,,,,,Regular
16,2023-11-01,2023-11-02,2246.32,2246.32,1136.82,1109.5,720.29,0.0,2966.61,291543.39,Paid,1.0,Bank Transfer,Mastercard Debit,5B055C89,MP574516,Regular
16,2023-12-01,,2246.32,0.0,0.0,0.0,0.0,0.0,2246.32,291543.39,Missed,,,,,,Regular
17,2023-10-01,2023-10-03,2042.36,2042.36,538.71,1503.65,699.96,0.0,2742.32,269497.94,Paid,2.0,Check,Mastercard Debit,7745B498,MP276808,Regular
17,2023-11-01,2023-11-03,2042.36,2042.36,541.71,1500.65,215.38,0.0,2257.74,268956.24,Paid,2.0,Online Payment,RBC Online,CB6EC8E7,MP754303,Regular
17,2023-12-01,2023-12-02,2042.36,2042.36,544.72,1497.64,589.15,0.0,2631.51,268411.52,Paid,1.0,Mobile App,RBC Online,D4D4CD6D,MP173931,Regular
19,2022-10-01,2022-10-02,2033.33,2033.33,226.62,1806.71,369.16,0.0,2402.49,196492.96,Paid,1.0,Check,RBC Online,91EDE4F9,MP692316,Regular
19,2022-11-01,2022-11-03,2033.33,2033.33,228.71,1804.62,319.37,0.0,2352.7,196264.25,Paid,2.0,Check,RBC Online,DA135C86,MP998923,Regular
19,2022-12-01,2022-12-02,2033.33,2033.33,230.81,1802.52,741.25,0.0,2774.58,196033.44,Paid,1.0,Online Payment,Visa Debit,6EB7F7DE,MP724531,Regular
19,2023-01-01,2023-01-02,2033.33,2033.33,232.93,1800.4,629.69,0.0,2663.02,195800.52,Paid,1.0,Bank Transfer,TD EasyWeb,A4B14BA0,MP467187,Regular
19,2023-02-01,2023-02-03,2033.33,2033.33,235.07,1798.26,641.03,0.0,2674.36,195565.45,Paid,2.0,Online Payment,TD EasyWeb,DF19FEF1,MP723194,Regular
