loan_id,payer_id,program_id,loan_amount,interest_rate,loan_term_years,loan_term_months,loan_type,institution_name,institution_city,institution_province,education_value,down_payment,ltv_ratio,origination_date,disbursement_date,maturity_date,current_balance,loan_status,lender,program_duration_years,monthly_payment,grace_period_months
38,38,42,102236.88,4.334,25,300,Student Loan,York University,Toronto,Ontario,159496.59219735215,57259.71219735214,64.1,2022-11-03,2023-05-11,2047-11-03,96456.39,Active,Provincial Student Aid,2,558.68,12
39,39,14,180294.77,8.236,25,300,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,250539.748825598,70244.97882559802,71.96,2024-11-03,2024-12-27,2049-11-03,179370.04,Active,TD Student Line of Credit,3,1419.85,12
40,40,36,140245.67,7.343,25,300,Private Education Loan,University of Waterloo,Waterloo,Ontario,197814.93338611355,57569.26338611354,70.9,2022-06-03,2023-05-04,2047-06-03,131566.67,Active,BMO Student Banking Program,4,1022.12,0
41,41,36,216122.09,4.399,15,180,Student Loan,York University,Toronto,Ontario,348097.5561011038,131975.46610110378,62.09,2020-09-03,2023-01-01,2035-09-03,151708.1,Active,National Bank of Canada,4,1642.19,0
42,42,10,147006.21,3.14,15,180,Professional Student Loan,McGill University,Montreal,Quebec,228136.79949165497,81130.58949165497,64.44,2021-10-03,2022-05-01,2036-10-03,109910.75,Active,Bank of Nova Scotia,5,1025.13,0
43,43,1,228259.64,6.904,15,180,Education Line of Credit,Memorial University,St. John's,Newfoundland,289096.65885165497,60837.01885165495,78.96,2026-01-03,2026-02-19,2041-01-03,226068.55,Active,Bank of Montreal,4,2039.43,0
44,44,30,141194.96,2.549,15,180,Professional Student Loan,University of Calgary,Calgary,Alberta,163506.97428349065,22312.01428349066,86.35,2022-12-03,2024-09-02,2037-12-03,114304.83,Active,National Bank of Canada,2,944.73,0
45,45,30,339540.51,4.837,15,180,Student Loan,Dalhousie University,Halifax,Nova Scotia,379516.1859512744,39975.6759512744,89.47,2019-07-03,2024-05-14,2034-07-03,214702.13,Active,Scotiabank Student Line of Credit,4,2656.32,0
46,46,5,93956.67,3.774,15,180,Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,135424.00767187082,41467.33767187082,69.38,2021-08-03,2024-09-08,2036-08-03,75635.42,Active,Bank of Nova Scotia,3,684.39,12
47,47,23,359660.87,8.736,15,180,Private Education Loan,University of Victoria,Victoria,British Columbia,435803.81948464096,76142.94948464097,82.53,2020-01-03,2024-01-01,2035-01-03,280673.1,Active,Canada Student Loans Program,5,3591.65,12
48,48,36,221642.16,7.392,25,300,Private Education Loan,University of Calgary,Calgary,Alberta,351125.8312351819,129483.67123518189,63.12,2019-01-03,2024-01-01,2044-01-03,191732.73,In Deferment,TD Student Line of Credit,5,1622.38,0
49,49,22,105659.24,7.631,20,240,Education Line of Credit,Simon Fraser University,Burnaby,British Columbia,175824.5146915667,70165.2746915667,60.09,2024-08-03,2024-10-07,2044-08-03,101668.23,Active,Canada Student Loans Program,4,859.67,0
50,50,35,139272.03,3.035,25,300,Graduate Student Loan,University of Calgary,Calgary,Alberta,225333.62358546982,86061.59358546982,61.81,2019-06-03,2023-05-14,2044-06-03,115137.86,Active,National Bank of Canada,4,662.98,12
51,51,28,135451.51,4.136,20,240,Professional Student Loan,Memorial University,St. John's,Newfoundland,154148.49591998957,18696.985919989558,87.87,2025-11-03,2025-12-03,2045-11-03,135451.51,In Grace Period,Canada Student Loans Program,2,830.55,6
52,52,26,162818.66,5.347,15,180,Education Line of Credit,Carleton University,Ottawa,Ontario,216738.19938861905,53919.53938861904,75.12,2024-04-03,2024-06-10,2039-04-03,147866.11,Active,CIBC,3,1317.18,0
53,53,35,73329.52,3.96,25,300,Professional Student Loan,University of Waterloo,Waterloo,Ontario,111838.93329175474,38509.41329175474,65.57,2024-10-03,2024-11-05,2049-10-03,71576.47,Active,TD Student Line of Credit,2,385.44,6
54,54,2,118277.26,7.86,25,300,Parent PLUS Loan,University of Ottawa,Ottawa,Ontario,175379.106426569,57101.846426569,67.44,2024-05-03,2024-06-22,2049-05-03,115130.27,Active,TD Student Line of Credit,3,901.94,0
55,55,38,219350.77,7.391,15,180,Parent PLUS Loan,Memorial University,St. John's,Newfoundland,266479.20832487993,47128.43832487994,82.31,2024-11-03,2024-12-31,2039-11-03,211762.86,Active,National Bank of Canada,5,2019.85,6
56,56,8,92571.23,8.729,15,180,Parent PLUS Loan,University of Manitoba,Winnipeg,Manitoba,149688.47057169728,57117.240571697286,61.84,2025-08-03,2025-09-11,2040-08-03,92068.06,Active,Bank of Montreal,3,924.05,6
57,57,39,134326.25,8.039,15,180,Private Education Loan,University of Victoria,Victoria,British Columbia,218529.87390980913,84203.62390980913,61.47,2021-05-03,2023-01-07,2036-05-03,109809.28,Active,Canada Student Loans Program,3,1286.72,6
58,58,13,217947.42,2.987,20,240,Professional Student Loan,University of Toronto,Toronto,Ontario,280693.6738989438,62746.2538989438,77.65,2025-08-03,2025-10-06,2045-08-03,212582.41,Active,Provincial Student Aid,3,1207.31,0
59,59,21,206203.84,10.512,25,300,Parent PLUS Loan,McGill University,Montreal,Quebec,342562.5630387099,136358.72303870993,60.19,2024-01-03,2024-02-21,2049-01-03,201888.67,Active,RBC Student Banking,4,1948.71,0
60,60,37,232778.77,3.879,15,180,Graduate Student Loan,Dalhousie University,Halifax,Nova Scotia,274274.3094133395,41495.53941333949,84.87,2024-05-03,2024-06-26,2039-05-03,210007.67,Active,Bank of Nova Scotia,3,1707.76,0
61,61,40,136246.84,4.691,25,300,Professional Student Loan,Simon Fraser University,Burnaby,British Columbia,181106.74509881914,44859.905098819145,75.23,2024-10-03,2025-01-01,2049-10-03,131788.84,Active,BMO Student Banking Program,2,772.15,0
62,62,12,106565.1,4.507,15,180,Graduate Student Loan,NAIT,Edmonton,Alberta,140393.27939985722,33828.17939985721,75.9,2022-06-03,2023-01-07,2037-06-03,88674.08,Active,TD Student Line of Credit,2,815.6,6
63,63,32,119009.14,11.543,20,240,Parent PLUS Loan,York University,Toronto,Ontario,182910.6799368633,63901.53993686331,65.06,2022-09-03,2022-09-12,2042-09-03,112236.85,Active,Royal Bank of Canada,2,1272.68,0
64,64,36,119546.95,3.45,25,300,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,144356.49785899377,24809.54785899377,82.81,2022-02-03,2023-01-09,2047-02-03,106039.65,Active,BMO Student Banking Program,2,595.28,0
65,65,42,81054.94,8.166,15,180,Private Education Loan,University of Toronto,Toronto,Ontario,115895.96339599596,34841.02339599596,69.94,2024-07-03,2024-09-06,2039-07-03,77422.88,Active,Scotiabank Student Line of Credit,2,782.39,6
66,66,18,251121.17,8.334,20,240,Private Education Loan,University of Ottawa,Ottawa,Ontario,292031.2798802721,40910.109880272095,85.99,2022-05-03,2023-05-08,2042-05-03,228485.07,Active,BMO Student Banking Program,5,2152.98,0
67,67,23,134425.22,5.818,25,300,Education Line of Credit,University of Ottawa,Ottawa,Ontario,212301.90289392785,77876.68289392785,63.32,2022-06-03,2024-05-10,2047-06-03,125643.52,Active,Provincial Student Aid,4,851.21,6
68,68,11,172824.76,3.682,25,300,Student Loan,Carleton University,Ottawa,Ontario,252784.3983903089,79959.63839030889,68.37,2024-12-03,2025-01-09,2049-12-03,167063.27,Active,CIBC,3,882.16,0
69,69,35,179324.57,4.303,20,240,Professional Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,294860.43854771275,115535.86854771274,60.82,2020-01-03,2023-01-13,2040-01-03,138130.33,Active,TD Student Line of Credit,5,1115.52,0
70,70,14,186968.21,5.387,15,180,Professional Student Loan,McGill University,Montreal,Quebec,246419.8863458051,59451.676345805114,75.87,2021-06-03,2023-01-08,2036-06-03,147405.7,Active,Bank of Nova Scotia,3,1516.5,6
71,71,12,86745.91,5.014,15,180,Professional Student Loan,Carleton University,Ottawa,Ontario,132245.0184600193,45499.108460019284,65.59,2022-06-03,2024-09-07,2037-06-03,72664.87,Active,CIBC,2,686.61,6
72,72,38,96046.03,4.034,20,240,Professional Student Loan,University of Toronto,Toronto,Ontario,146769.53279206622,50723.502792066225,65.44,2023-01-03,2023-02-23,2043-01-03,88686.0,Active,Royal Bank of Canada,2,583.74,12
73,73,32,147299.16,10.422,25,300,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,196551.0786292333,49251.91862923329,74.94,2023-08-03,2023-09-04,2048-08-03,143508.07,Active,Royal Bank of Canada,2,1382.57,0
74,74,27,99915.08,4.88,25,300,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,160905.30099366116,60990.22099366116,62.1,2023-01-03,2023-01-11,2048-01-03,95050.98,Active,RBC Student Banking,3,577.13,12
75,75,2,153147.25,10.666,15,180,Parent PLUS Loan,McMaster University,Hamilton,Ontario,241980.17746020737,88832.92746020737,63.29,2019-07-03,2022-09-06,2034-07-03,111474.92,Active,TD Canada Trust,4,1708.68,0
76,76,16,82318.86,3.698,20,240,Graduate Student Loan,University of Alberta,Edmonton,Alberta,108595.60539922942,26276.745399229418,75.8,2024-08-03,2024-09-12,2044-08-03,77537.29,Active,BMO Student Banking Program,2,485.83,0
77,77,34,270260.65,11.779,25,300,Private Education Loan,Dalhousie University,Halifax,Nova Scotia,314715.8523808513,44455.20238085126,85.87,2025-07-03,2025-08-13,2050-07-03,270260.65,In Grace Period,Bank of Montreal,4,2802.42,12
78,78,30,365357.78,4.979,15,180,Student Loan,University of Alberta,Edmonton,Alberta,449566.67132979445,84208.89132979442,81.27,2024-01-03,2024-02-07,2039-01-03,326321.77,Active,Bank of Montreal,5,2885.23,0
79,79,35,227272.35,4.906,15,180,Education Line of Credit,University of Toronto,Toronto,Ontario,340785.7213092865,113513.37130928648,66.69,2025-05-03,2025-07-31,2040-05-03,222952.26,Active,CIBC,4,1786.15,6
80,80,1,160265.77,4.731,15,180,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,227301.06680567903,67035.29680567904,70.51,2020-11-03,2023-01-15,2035-11-03,114937.74,Active,TD Student Line of Credit,3,1245.03,0
81,81,14,154856.07,6.255,15,180,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,174324.65973867086,19468.589738670853,88.83,2022-07-03,2023-09-13,2037-07-03,128509.86,Active,National Bank of Canada,4,1328.19,0
82,82,39,152398.87,4.461,25,300,Student Loan,Ryerson University,Toronto,Ontario,193837.50383176235,41438.63383176236,78.62,2021-05-03,2023-09-03,2046-05-03,136194.96,Active,Bank of Montreal,3,843.71,6
83,83,34,122076.66,4.669,20,240,Professional Student Loan,University of Calgary,Calgary,Alberta,201683.46344234224,79606.80344234224,60.53,2021-11-03,2023-05-06,2041-11-03,106199.6,Active,TD Canada Trust,3,783.5,6
84,84,7,213491.81,6.215,20,240,Education Line of Credit,Concordia University,Montreal,Quebec,296222.030644326,82730.22064432601,72.07,2020-05-03,2023-01-08,2040-05-03,181892.43,Active,TD Student Line of Credit,4,1556.12,12
85,85,39,140153.15,5.676,20,240,Private Education Loan,Carleton University,Ottawa,Ontario,171021.81848455843,30868.66848455844,81.95,2020-12-03,2023-05-14,2040-12-03,116661.7,Active,Provincial Student Aid,3,978.08,0
86,86,38,140918.61,9.215,25,300,Private Education Loan,University of Waterloo,Waterloo,Ontario,158446.01228662615,17527.402286626166,88.94,2021-12-03,2022-01-07,2046-12-03,134258.64,Active,Bank of Nova Scotia,2,1203.4,6
87,87,29,223321.38,3.159,20,240,Graduate Student Loan,University of Victoria,Victoria,British Columbia,260721.75332214579,37400.37332214578,85.66,2023-11-03,2024-05-06,2043-11-03,207492.52,Active,Royal Bank of Canada,5,1256.39,6
88,88,36,191195.72,4.506,20,240,Student Loan,Concordia University,Montreal,Quebec,233536.69387142267,42340.97387142267,81.87,2025-01-03,2025-03-21,2045-01-03,189713.33,Active,Bank of Montreal,5,1210.22,12
89,89,1,54774.17,10.126,10,120,Parent PLUS Loan,University of Manitoba,Winnipeg,Manitoba,83671.71537294207,28897.54537294207,65.46,2022-02-03,2024-01-09,2032-02-03,42939.59,Active,Bank of Nova Scotia,2,727.67,12
90,90,22,376544.31,4.973,15,180,Graduate Student Loan,University of Alberta,Edmonton,Alberta,452206.73284976557,75662.42284976557,83.27,2019-04-03,2023-01-06,2034-04-03,256471.94,Active,Provincial Student Aid,5,2972.4,12
91,91,14,131124.87,12.015,25,300,Private Education Loan,Dalhousie University,Halifax,Nova Scotia,170764.99554918564,39640.12554918564,76.79,2024-05-03,2024-07-03,2049-05-03,129334.64,Active,Scotiabank Student Line of Credit,2,1382.49,0
92,92,30,170211.26,5.876,15,180,Education Line of Credit,Dalhousie University,Halifax,Nova Scotia,200338.90932131713,30127.64932131712,84.96,2024-10-03,2024-11-07,2039-10-03,159109.44,Active,Scotiabank Student Line of Credit,3,1424.96,0
93,93,30,267927.94,10.727,25,300,Private Education Loan,McGill University,Montreal,Quebec,309761.0367639067,41833.09676390671,86.5,2019-01-03,2022-01-02,2044-01-03,244233.62,Active,TD Student Line of Credit,5,2573.29,0
94,94,11,165100.7,10.194,25,300,Parent PLUS Loan,University of Calgary,Calgary,Alberta,205616.97511820804,40516.275118208025,80.3,2021-05-03,2024-09-12,2046-05-03,155929.28,Active,RBC Student Banking,4,1522.91,0
95,95,8,107183.46,3.696,20,240,Graduate Student Loan,Concordia University,Montreal,Quebec,134255.81076111132,27072.350761111316,79.84,2026-01-03,2026-03-16,2046-01-03,106273.63,Active,Provincial Student Aid,2,632.47,0
96,96,27,155647.74,7.946,25,300,Education Line of Credit,University of Toronto,Toronto,Ontario,233236.5510550047,77588.81105500471,66.73,2022-05-03,2024-09-05,2047-05-03,146579.56,In Forbearance,RBC Student Banking,4,1195.75,0
97,97,15,158289.47,2.523,25,300,Professional Student Loan,University of Ottawa,Ottawa,Ontario,234014.18578303012,75724.71578303011,67.64,2023-08-03,2023-10-19,2048-08-03,150553.2,Active,Canada Student Loans Program,4,711.95,12
98,98,20,104028.36,6.777,15,180,Education Line of Credit,University of Alberta,Edmonton,Alberta,136456.3252496557,32427.965249655696,76.24,2023-12-03,2024-01-03,2038-12-03,96213.42,Active,RBC Student Banking,2,922.11,6
99,99,2,224974.84,6.132,20,240,Education Line of Credit,McMaster University,Hamilton,Ontario,331156.65300938184,106181.81300938185,67.94,2022-12-03,2023-05-13,2042-12-03,203760.64,Active,National Bank of Canada,4,1628.97,0
100,100,40,202347.47,4.974,25,300,Education Line of Credit,Concordia University,Montreal,Quebec,230720.9259713359,28373.455971335905,87.7,2020-01-03,2023-05-06,2045-01-03,171948.4,In Forbearance,Provincial Student Aid,4,1179.84,0
101,101,15,233774.79,3.939,15,180,Professional Student Loan,NAIT,Edmonton,Alberta,290283.4827641185,56508.69276411852,80.53,2021-02-03,2023-09-13,2036-02-03,175187.51,Active,Royal Bank of Canada,5,1722.07,6
102,102,18,125826.38,9.056,20,240,Parent PLUS Loan,York University,Toronto,Ontario,177503.27113167764,51676.891131677636,70.89,2026-02-03,2026-03-25,2046-02-03,125639.32,Active,TD Canada Trust,3,1136.63,0
103,103,35,86023.35,7.176,20,240,Education Line of Credit,University of Manitoba,Winnipeg,Manitoba,114491.57287392933,28468.22287392932,75.14,2025-01-03,2025-02-13,2045-01-03,85535.53,Active,Provincial Student Aid,2,676.06,12
104,104,11,201155.02,7.108,20,240,Private Education Loan,Concordia University,Montreal,Quebec,226147.66838314047,24992.648383140477,88.95,2022-09-03,2023-05-08,2042-09-03,182553.49,Active,Bank of Nova Scotia,4,1572.62,0
105,105,39,164134.71,11.149,15,180,Private Education Loan,McMaster University,Hamilton,Ontario,250380.14083995472,86245.43083995473,65.55,2024-03-03,2024-05-10,2039-03-03,156774.46,Active,Canada Student Loans Program,4,1880.94,6
106,106,14,253110.26,8.52,25,300,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,289543.7685026677,36433.50850266771,87.42,2024-05-03,2024-07-02,2049-05-03,247026.38,Active,CIBC,5,2041.52,0
107,107,20,292379.25,6.208,15,180,Education Line of Credit,Ryerson University,Toronto,Ontario,359806.47049935476,67427.22049935476,81.26,2025-04-03,2025-06-11,2040-04-03,292379.25,Active,Bank of Montreal,5,2500.24,12
108,108,3,260769.91,4.017,15,180,Student Loan,Carleton University,Ottawa,Ontario,341576.4406018965,80806.53060189649,76.34,2020-03-03,2024-05-15,2035-03-03,172080.51,In Deferment,National Bank of Canada,5,1931.11,0
109,109,29,205163.42,4.484999999999999,20,240,Graduate Student Loan,Queen's University,Kingston,Ontario,262300.9737112118,57137.5537112118,78.22,2021-08-03,2023-05-03,2041-08-03,172247.77,In Deferment,TD Student Line of Credit,3,1296.3,0
110,110,30,311268.44,4.338,25,300,Graduate Student Loan,York University,Toronto,Ontario,379605.61414024566,68337.17414024565,82.0,2025-09-03,2025-11-28,2050-09-03,310692.04,Active,BMO Student Banking Program,5,1701.63,6
111,111,9,180683.16,4.629,20,240,Student Loan,York University,Toronto,Ontario,259354.1688831665,78671.0088831665,69.67,2022-06-03,2023-01-06,2042-06-03,164051.69,Active,Bank of Montreal,5,1155.71,12
112,112,7,217835.65,10.553,15,180,Private Education Loan,McMaster University,Hamilton,Ontario,304906.677055018,87071.02705501803,71.44,2022-05-03,2024-05-13,2037-05-03,193308.91,Active,Canada Student Loans Program,4,2415.12,6
113,113,29,117536.61,3.392,25,300,Student Loan,University of Toronto,Toronto,Ontario,147855.48057147066,30318.87057147066,79.49,2023-11-03,2024-01-05,2048-11-03,110010.58,Active,BMO Student Banking Program,2,581.63,0
114,114,20,139729.61,3.253,20,240,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,167276.0085220025,27546.398522002506,83.53,2025-02-03,2025-03-20,2045-02-03,136386.26,Active,Provincial Student Aid,3,792.75,6
115,115,24,201310.36,7.746,25,300,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,308479.73209689395,107169.37209689396,65.26,2019-04-03,2022-01-07,2044-04-03,178673.59,Active,National Bank of Canada,5,1520.03,6
116,116,41,86870.47,3.657,25,300,Graduate Student Loan,University of Calgary,Calgary,Alberta,128221.22238485015,41350.752384850144,67.75,2024-03-03,2024-05-11,2049-03-03,83403.75,Active,CIBC,2,442.24,6
117,117,37,71683.43,7.317,15,180,Private Education Loan,Ryerson University,Toronto,Ontario,106026.33948577265,34342.90948577266,67.61,2021-08-03,2023-09-12,2036-08-03,58868.14,Active,Canada Student Loans Program,2,657.08,6
118,118,20,64348.7,9.07,15,180,Parent PLUS Loan,University of Ottawa,Ottawa,Ontario,100201.82998425304,35853.12998425304,64.22,2023-01-03,2023-05-14,2038-01-03,56717.48,Active,Scotiabank Student Line of Credit,2,655.35,0
119,119,14,72999.75,8.856,20,240,Private Education Loan,University of British Columbia,Vancouver,British Columbia,99972.17988362962,26972.429883629622,73.02,2023-02-03,2023-09-03,2043-02-03,69822.14,Active,Provincial Student Aid,2,650.05,12
120,120,8,72604.96,7.137,20,240,Education Line of Credit,McGill University,Montreal,Quebec,87051.15068796578,14446.190687965776,83.4,2025-03-03,2025-05-23,2045-03-03,72467.89,Active,Provincial Student Aid,2,568.89,12
